bg_od_pair,google_duration,trip_path_distance,origin_lat,origin_lng,dest_lat,dest_lng
530330006001 to 530610514003,18.0,9.15,47.72843,-122.34438,47.82065,-122.3116
530330006001 to 530610515001,27.0,7.34,47.72469,-122.34215,47.82386,-122.31592
530330006001 to 530610518023,35.5,9.815,47.72484,-122.329475,47.82988,-122.2721
530330006002 to 530330020002,8.5,1.415,47.71398000000001,-122.31305,47.701170000000005,-122.31672
530330006002 to 530330026003,9.0,2.731546916,47.713375,-122.314659,47.679295,-122.30688899999998
530330006002 to 530330036003,12.0,5.19466156,47.713375,-122.314659,47.673893,-122.331332
530330006002 to 530330234032,27.0,20.66617809,47.713375,-122.314659,47.58384,-122.127411
530330006002 to 530610504021,24.0,8.97,47.71259000000001,-122.31282,47.80343,-122.3354
530330006003 to 530330001005,11.0,3.054659836,47.714232,-122.342947,47.719527,-122.295845
530330006003 to 530330004011,7.5,1.349251233,47.713976,-122.3435235,47.7282975,-122.349069
530330006003 to 530330004022,11.5,0.98,47.714105,-122.34277,47.72303,-122.34792
530330006003 to 530330006003,4.333333333333333,0.13,47.72008333333334,-122.33156333333334,47.72074,-122.33162
530330006003 to 530330006005,7.0,1.49,47.71455,-122.34326,47.7215,-122.32637
530330006003 to 530330007001,9.0,2.477406177,47.720648,-122.338326,47.716717,-122.294341
530330006003 to 530330012004,24.5,1.175,47.717565,-122.33573000000001,47.7072,-122.32697999999999
530330006003 to 530330013002,15.0,1.09,47.71393,-122.34252,47.70302,-122.34908
530330006003 to 530330014002,8.0,1.49,47.7177,-122.33584,47.7078,-122.35682
530330006003 to 530330014003,15.0,2.97,47.72041,-122.33061,47.70136,-122.36394
530330006003 to 530330015001,16.0,3.29,47.71411,-122.34285,47.69903,-122.38996000000002
530330006003 to 530330026003,15.0,3.787725098,47.7131515,-122.34384399999999,47.67733500000001,-122.3089095
530330006003 to 530330029001,42.0,3.87,47.72045,-122.33058,47.69026,-122.35891
530330006003 to 530330032002,16.0,4.368859501,47.71414,-122.34279,47.674333,-122.388495
530330006003 to 530330043011,32.0,6.2,47.71433,-122.34336,47.6635,-122.29776
530330006003 to 530330044002,13.0,3.906559477,47.71414,-122.34279,47.670975,-122.313815
530330006003 to 530330048002,22.5,5.475,47.71716500000001,-122.34354,47.65759,-122.35961
530330006003 to 530330050001,11.0,3.237964281,47.712723,-122.344719,47.663169,-122.34242
530330006003 to 530330053012,19.0,5.5,47.72211,-122.34277,47.66249000000001,-122.31744
530330006003 to 530330067002,30.0,6.67,47.714,-122.34247,47.62699,-122.341
530330006003 to 530330072002,29.0,7.04,47.71472,-122.34337,47.61782,-122.34602
530330006003 to 530330081003,59.0,10.27,47.72012,-122.33141,47.60754,-122.34126
530330006003 to 530330101002,39.0,16.94,47.71702,-122.34414,47.56254000000001,-122.28493
530330006003 to 530330203005,24.0,4.62,47.72202,-122.34298,47.77453,-122.34425
530330006003 to 530330207001,36.0,3.54,47.72197,-122.33217,47.7548,-122.34378
530330006003 to 530330209001,21.5,2.415,47.71719,-122.33698,47.742535000000004,-122.35023
530330006004 to 530330001004,7.0,3.87,47.70823,-122.33444,47.73186,-122.29243999999998
530330006004 to 530330004011,10.0,2.359967058,47.714179,-122.336878,47.732806,-122.353366
530330006004 to 530330005002,8.0,1.945512601,47.714179,-122.336878,47.720955,-122.361899
530330006004 to 530330006004,3.3333333333333335,0.19666666666666668,47.71501333333333,-122.33818000000001,47.71427333333333,-122.33819333333332
530330006004 to 530330007001,13.0,3.0799289233333336,47.71432066666667,-122.33698700000001,47.71715966666667,-122.29420266666666
530330006004 to 530330012003,15.0,1.59,47.71478,-122.33589,47.708495000000006,-122.323115
530330006004 to 530330012004,7.333333333333333,1.0072478813333332,47.71347,-122.336344,47.70722133333334,-122.325544
530330006004 to 530330012005,11.0,1.07,47.7144,-122.33408,47.70537,-122.33317
530330006004 to 530330013001,5.0,0.89477424,47.714179,-122.336878,47.702901,-122.334762
530330006004 to 530330013003,6.0,1.078078685,47.709479,-122.334741,47.702718,-122.349518
530330006004 to 530330014002,7.0,1.7659363819999998,47.715378,-122.336256,47.708023,-122.352425
530330006004 to 530330016001,10.0,2.343190041,47.708902,-122.334643,47.702203,-122.375054
530330006004 to 530330018002,8.0,2.1,47.714179,-122.336878,47.693378,-122.343113
530330006004 to 530330018003,7.0,1.9682962043333332,47.71541366666667,-122.33231466666666,47.697561,-122.347526
530330006004 to 530330028004,10.0,2.54,47.71242,-122.33348,47.69011,-122.35399
530330006004 to 530330043011,13.0,4.55,47.70888,-122.33449,47.6684,-122.2992
530330006004 to 530330047002,18.0,5.108912362,47.714179,-122.336878,47.662537,-122.374619
530330006004 to 530330050003,23.0,4.745,47.714285000000004,-122.33886,47.6596,-122.34263
530330006004 to 530330066002,35.0,6.48,47.714805,-122.33566,47.638329999999996,-122.32760999999999
530330006004 to 530330074021,110.0,9.78,47.712697,-122.33758600000002,47.620657,-122.32568
530330006004 to 530330075003,14.0,7.130000000000001,47.715045,-122.33957,47.62373,-122.31868
530330006004 to 530330080022,17.0,8.86075046,47.716031,-122.330033,47.613286,-122.34976100000002
530330006004 to 530330203003,16.0,4.611815562,47.712736,-122.337466,47.76535300000001,-122.346494
530330006004 to 530330207001,13.0,3.596495348,47.714179,-122.336878,47.755966,-122.345697
530330006004 to 530610510002,14.0,7.196718922,47.714179,-122.336878,47.790588,-122.323171
530330006004 to 530610518023,29.0,11.54,47.71519,-122.33945,47.83051,-122.27307
530330006004 to 530610519252,25.0,15.42802056,47.714604,-122.337205,47.79426,-122.203157
530330006005 to 530330004011,8.0,1.47,47.72093,-122.32831000000002,47.72829,-122.35027
530330006005 to 530330007001,28.0,2.74,47.72179000000001,-122.32613,47.71874,-122.29755
530330006005 to 530330012005,4.0,1.126545623,47.721789,-122.327208,47.710821,-122.332517
530330006005 to 530330018001,11.0,2.37,47.7215,-122.32637,47.69345,-122.33798
530330006005 to 530330035002,12.0,5.522745448,47.719216,-122.321613,47.674777,-122.349757
530330006005 to 530330046001,8.0,3.702128418,47.716078,-122.323755,47.680213,-122.328319
530330006005 to 530330213002,7.0,2.565640859,47.716078,-122.323755,47.734102,-122.297187
530330006006 to 530330001005,8.0,1.52,47.71497,-122.31805,47.72032,-122.29427
530330006006 to 530330012004,4.0,1.41,47.71856,-122.31336,47.70923,-122.32457
530330006006 to 530330036001,29.0,4.81,47.71922,-122.31292,47.6752,-122.31805
530330006006 to 530330061001,33.0,6.82,47.71838,-122.31427,47.64679,-122.3188
530330006006 to 530330084002,24.0,10.22,47.71836,-122.31416000000002,47.60854000000001,-122.32277
530330006006 to 530330085002,22.0,9.77,47.71833,-122.31416000000002,47.60883,-122.32108999999998
530330006006 to 530610505002,18.0,9.1,47.71834000000001,-122.31423999999998,47.80275,-122.37177
530330007001 to 530330001001,3.6666666666666665,1.086666666666667,47.71607,-122.29494333333332,47.72632333333333,-122.28687333333333
530330007001 to 530330001002,3.0,0.942619807,47.715934,-122.294372,47.726642,-122.291715
530330007001 to 530330001003,5.518518518518518,0.7392785169999998,47.717366740740744,-122.29519466666667,47.72440377777778,-122.29035844444445
530330007001 to 530330001005,5.235294117647059,0.4260375802352942,47.71736117647058,-122.29426800000005,47.720645823529416,-122.29477700000001
530330007001 to 530330002002,4.166666666666667,0.45785928766666667,47.71700216666667,-122.29398766666667,47.71983666666666,-122.298225
530330007001 to 530330002004,7.5,2.035,47.71768,-122.29501,47.733715000000004,-122.311095
530330007001 to 530330002005,4.5,0.8966292554999999,47.7180445,-122.29739599999999,47.7196195,-122.3130415
530330007001 to 530330002006,7.0,1.54,47.71604,-122.29516,47.73014000000001,-122.30786
530330007001 to 530330004013,10.0,2.868869907,47.718893,-122.295929,47.72325,-122.355527
530330007001 to 530330006003,10.0,2.477406177,47.716717,-122.294341,47.720648,-122.338326
530330007001 to 530330006004,12.0,2.880883079666667,47.71715966666667,-122.29420266666666,47.71432066666667,-122.33698700000001
530330007001 to 530330006005,9.0,2.09,47.71862,-122.29753,47.72179000000001,-122.32613
530330007001 to 530330006006,10.0,0.98,47.71859,-122.2976,47.71886,-122.31313
530330007001 to 530330007001,13.214285714285714,0.5275550303928572,47.717318642857144,-122.29595250000001,47.71733632142858,-122.29629464285715
530330007001 to 530330007002,3.6,0.43061617109999994,47.7166905,-122.2947805,47.7174347,-122.29847070000001
530330007001 to 530330007003,6.666666666666667,0.8733333333333334,47.718606666666666,-122.29606,47.718453333333336,-122.31195000000001
530330007001 to 530330008001,9.333333333333334,0.7233333333333333,47.718273333333336,-122.29738666666667,47.716910000000006,-122.28574666666668
530330007001 to 530330008002,15.5,1.435,47.717505,-122.2947275,47.705982500000005,-122.28812999999998
530330007001 to 530330009002,7.0,2.326413024,47.71677,-122.291699,47.696317,-122.274058
530330007001 to 530330010001,3.0,0.749373426,47.716533,-122.293672,47.708381,-122.292093
530330007001 to 530330010002,4.666666666666667,0.9853915676666666,47.716396333333336,-122.293639,47.707738000000006,-122.29493866666667
530330007001 to 530330011002,5.0,1.623021052,47.718965,-122.292371,47.701602,-122.303084
530330007001 to 530330012001,7.0,1.44,47.71837,-122.29505,47.70911,-122.31627
530330007001 to 530330012002,8.0,1.66,47.71884,-122.29297,47.70827,-122.31894
530330007001 to 530330012004,11.0,2.2199999999999998,47.716649,-122.29479824999999,47.70580075000001,-122.3259045
530330007001 to 530330012005,17.0,2.95,47.71808,-122.29556,47.70534,-122.33331
530330007001 to 530330017021,40.0,3.66,47.71779,-122.29213,47.70443,-122.3559
530330007001 to 530330019001,10.714285714285714,2.4777300547142858,47.71716471428572,-122.29482571428571,47.69920242857143,-122.32762214285715
530330007001 to 530330021003,7.0,2.09,47.71879000000001,-122.29297,47.69167,-122.30659
530330007001 to 530330022004,13.4,3.7979999999999996,47.71828000000001,-122.29737,47.687618,-122.27687999999998
530330007001 to 530330024001,8.0,2.518416663,47.716183,-122.29426200000002,47.685116,-122.284873
530330007001 to 530330026003,13.0,3.34,47.7183,-122.2968,47.67598,-122.31664
530330007001 to 530330032003,25.0,7.84791573,47.71677,-122.291699,47.668902,-122.38963400000002
530330007001 to 530330033003,20.75,6.5225,47.718235,-122.2975025,47.675070000000005,-122.38185
530330007001 to 530330033005,22.0,7.521695955,47.717961,-122.29252,47.676361,-122.379721
530330007001 to 530330036001,15.5,3.445,47.71789000000001,-122.294915,47.67585,-122.318735
530330007001 to 530330036002,12.0,3.52,47.718355,-122.297225,47.68157,-122.32392
530330007001 to 530330036004,12.0,3.553620749,47.718416,-122.297369,47.678005,-122.323534
530330007001 to 530330038002,9.0,3.089456612,47.719058,-122.29747,47.677611,-122.300601
530330007001 to 530330040001,20.0,4.16,47.71827,-122.29729,47.68343,-122.25423
530330007001 to 530330041001,10.0,3.85,47.71904,-122.29261,47.67431,-122.2614
530330007001 to 530330041003,11.0,4.61,47.71677,-122.29426,47.65562,-122.27824
530330007001 to 530330041004,17.0,4.95,47.71766,-122.29188,47.66144,-122.2786
530330007001 to 530330041005,15.0,4.641019999,47.716074,-122.295552,47.657438,-122.284667
530330007001 to 530330043011,20.75,5.2075110447499995,47.717881,-122.29487900000001,47.662219500000006,-122.29875425
530330007001 to 530330044002,11.0,3.32,47.71599000000001,-122.29497,47.675,-122.31613
530330007001 to 530330044004,11.0,4.385015147,47.716183,-122.29426200000002,47.664937,-122.317404
530330007001 to 530330045002,15.0,3.654282851,47.716001,-122.29756299999998,47.67136300000001,-122.323468
530330007001 to 530330046001,15.0,5.44,47.71603,-122.29493,47.67161,-122.34284
530330007001 to 530330047002,26.0,7.362500000000001,47.7179625,-122.29470500000001,47.6632125,-122.375
530330007001 to 530330049001,26.5,6.1175,47.7176025,-122.294745,47.6631775,-122.34768249999999
530330007001 to 530330049002,31.0,7.74,47.717675,-122.29513,47.6503,-122.353585
530330007001 to 530330049004,23.0,5.99,47.7174,-122.29198999999998,47.65851,-122.35014
530330007001 to 530330049005,16.0,5.35,47.71669,-122.2943,47.66142,-122.34799
530330007001 to 530330050003,16.0,5.653854729,47.718965,-122.292371,47.661205,-122.34263
530330007001 to 530330052004,15.0,5.0,47.71885,-122.29292,47.66078,-122.32632
530330007001 to 530330052005,29.0,7.31,47.71762,-122.29444,47.66112,-122.31768
530330007001 to 530330053011,14.333333333333334,4.093333333333333,47.71765,-122.29485666666666,47.66446,-122.31014333333333
530330007001 to 530330053013,26.0,5.659999999999999,47.717258,-122.293238,47.660532,-122.31543400000001
530330007001 to 530330053021,19.0,5.49,47.7176,-122.29461,47.6568,-122.31302
530330007001 to 530330053022,24.5,5.6850485200000005,47.715926,-122.29412099999999,47.6517045,-122.3103135
530330007001 to 530330053023,26.65,5.192088390550001,47.716932150000005,-122.29344309999996,47.65479620000001,-122.30658839999998
530330007001 to 530330054004,15.0,5.627757147,47.716519,-122.297611,47.653721,-122.341527
530330007001 to 530330058014,27.0,9.728805747000001,47.718965,-122.292371,47.661049,-122.38663400000002
530330007001 to 530330058021,26.0,9.031627485,47.716941,-122.294242,47.648343,-122.387936
530330007001 to 530330062002,14.0,6.974889475,47.717385,-122.29278,47.64052,-122.302402
530330007001 to 530330062003,15.0,6.183884192,47.716875,-122.292548,47.641306,-122.316799
530330007001 to 530330067002,16.0,7.474471759,47.717666,-122.294853,47.625937,-122.339117
530330007001 to 530330067004,22.0,8.24,47.71878,-122.29301,47.63345,-122.34492
530330007001 to 530330071001,25.0,9.97300455,47.718484,-122.292421,47.619013,-122.359412
530330007001 to 530330071002,20.0,8.416470195,47.717561,-122.292428,47.623387,-122.354302
530330007001 to 530330072001,18.0,7.918752024,47.715989,-122.294009,47.617414,-122.338716
530330007001 to 530330073001,62.0,10.73,47.71922,-122.29585,47.62472,-122.33196
530330007001 to 530330073002,18.0,7.985860092,47.717561,-122.292428,47.615704,-122.330483
530330007001 to 530330074012,16.0,7.128989483,47.718893,-122.295929,47.624609,-122.32172
530330007001 to 530330075004,29.5,8.35,47.716695,-122.294305,47.615875,-122.31889
530330007001 to 530330080021,49.0,8.95,47.71906,-122.29361000000002,47.61177,-122.34478
530330007001 to 530330080022,35.166666666666664,9.360000000000001,47.71740499999999,-122.29471833333334,47.61195000000001,-122.34750000000001
530330007001 to 530330081001,62.0,9.97,47.71782,-122.29492,47.60696,-122.33813
530330007001 to 530330081002,18.333333333333332,8.698365505333333,47.717885499999994,-122.29409083333333,47.60569383333334,-122.33347316666668
530330007001 to 530330082001,22.666666666666668,8.506002153,47.71838511111112,-122.29618366666666,47.60944555555556,-122.33321144444443
530330007001 to 530330084001,17.0,7.900110894,47.716183,-122.29426200000002,47.615223,-122.325529
530330007001 to 530330084003,19.0,8.419495588,47.718354,-122.294906,47.615207,-122.327922
530330007001 to 530330089003,29.0,11.84,47.71601,-122.29764,47.60075,-122.29516
530330007001 to 530330092002,39.0,9.67,47.71785,-122.29495,47.59941,-122.33176
530330007001 to 530330093002,45.0,10.17,47.71767125,-122.295265,47.58748,-122.3335075
530330007001 to 530330093003,37.0,10.77,47.71814000000001,-122.29775,47.5752,-122.33451
530330007001 to 530330109002,44.25,13.4375,47.7182075,-122.29773,47.551317499999996,-122.3191425
530330007001 to 530330203001,35.0,6.18,47.71761,-122.292,47.77265,-122.3366
530330007001 to 530330203003,19.0,5.468999999999999,47.71751099999999,-122.294774,47.767482,-122.34559199999998
530330007001 to 530330203005,17.0,6.029162813,47.717053,-122.292333,47.769301,-122.345321
530330007001 to 530330206002,13.0,3.8,47.71604,-122.29502,47.74898,-122.32415
530330007001 to 530330207001,17.666666666666668,4.960918905333333,47.717580999999996,-122.29487433333333,47.755772,-122.34404233333333
530330007001 to 530330208001,26.0,7.42,47.71767,-122.29448,47.76316,-122.36624
530330007001 to 530330209001,13.0,3.767993744,47.718484,-122.292421,47.735652,-122.34583
530330007001 to 530330211004,12.0,2.6,47.71738,-122.29489,47.74345,-122.30293
530330007001 to 530330214001,11.0,3.198196537,47.717729,-122.297512,47.754724,-122.279706
530330007001 to 530330214002,16.0,3.32,47.71761,-122.29436,47.74504,-122.29816
530330007001 to 530330216004,16.666666666666668,4.323333333333333,47.71675666666667,-122.29441333333334,47.76638,-122.26031
530330007001 to 530330217001,14.5,4.5600000000000005,47.718815,-122.29298,47.765465,-122.24851000000001
530330007001 to 530330218021,25.571428571428573,9.718300156714283,47.71804642857143,-122.29491371428573,47.77481014285714,-122.18670442857142
530330007001 to 530330220035,23.0,9.227980721,47.717513,-122.291652,47.720698,-122.190276
530330007001 to 530330226051,31.0,14.00632371,47.718484,-122.292421,47.701223,-122.153456
530330007001 to 530330227012,20.0,12.11549176,47.716183,-122.29426200000002,47.643611,-122.198998
530330007001 to 530330238012,25.0,15.41124354,47.717529,-122.292001,47.595909000000006,-122.189284
530330007001 to 530330238041,58.0,18.66,47.71824,-122.2945,47.6124,-122.2016
530330007001 to 530330238042,60.0,14.21,47.71836,-122.29513,47.61348,-122.19664
530330007001 to 530330240001,23.0,13.45268215,47.718354,-122.294906,47.623579,-122.190007
530330007001 to 530330242001,22.0,11.86135102,47.716306,-122.292365,47.624833,-122.23606
